experiment_id,question_id,detector_name,detected_language,language_confidence,language_confidence_margin,postgres_ts_config,language_supported,fallback_to_simple,language_note,lexical_and_candidates,lexical_or_candidates_added,lexical_or_fallback_used
or30_recommended_w1_1_02,Q001,lingua,ca,0.46487836440664826,0.18713738947308522,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,30,True
or30_recommended_w1_1_02,Q002,lingua,es,0.855018492088429,0.7602593552419924,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q003,lingua,es,0.9962868884420093,0.9939152201403337,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q004,lingua,es,0.5023770770002829,0.24659732599975948,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q005,lingua,es,0.9970273769242126,0.9943384771704534,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q006,lingua,pt,0.37378127556534463,0.12625475721467508,simple,False,True,Language 'pt' is not supported by the retrieval configuration; defaulting to simple.,1,30,True
or30_recommended_w1_1_02,Q007,lingua,es,0.9648094107202964,0.9338514278116501,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,30,True
or30_recommended_w1_1_02,Q008,lingua,es,0.9569335370712581,0.9228613400012182,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q009,lingua,es,0.9252594169719259,0.8567012974606454,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q010,lingua,es,0.6861462506023868,0.4653520633538546,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q011,lingua,es,0.7590376241184108,0.6008228191505327,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q012,lingua,es,0.9980758263717245,0.9963854748342713,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q013,lingua,es,0.980405231534649,0.9621301529255355,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q014,lingua,es,0.3461656514095607,0.03684823522240466,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q015,lingua,es,0.9674789831032702,0.9376902173485977,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q016,lingua,es,0.8887599309692938,0.7831963460061204,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q017,lingua,es,0.7019475450546809,0.5325012781585748,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q018,lingua,es,0.5395854329957137,0.35749980672982784,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q019,lingua,es,0.938232036474049,0.8820151029804175,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q020,lingua,es,0.7110547867915841,0.43773931440216335,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,30,True
or30_recommended_w1_1_02,Q021,lingua,es,0.7323824878095184,0.4816138262686946,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q022,lingua,es,0.8314970790835757,0.6791705497586038,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q023,lingua,es,0.8732142855230646,0.7832387730924952,spanish,True,False,Using PostgreSQL 'spanish' configuration.,6,30,True
or30_recommended_w1_1_02,Q024,lingua,es,0.4038276070946192,0.14908831184891413,spanish,True,False,Using PostgreSQL 'spanish' configuration.,8,0,True
or30_recommended_w1_1_02,Q025,lingua,es,0.996411665167681,0.9935958924849968,spanish,True,False,Using PostgreSQL 'spanish' configuration.,2,30,True
or30_recommended_w1_1_02,Q026,lingua,es,0.9655444147609336,0.9458660374065854,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q027,lingua,es,0.9872274913865954,0.9772212623655278,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q028,lingua,es,0.9993825817670206,0.9989520510697489,spanish,True,False,Using PostgreSQL 'spanish' configuration.,0,30,True
or30_recommended_w1_1_02,Q029,lingua,es,0.381809144815165,0.11546240598716029,spanish,True,False,Using PostgreSQL 'spanish' configuration.,2,0,True
or30_recommended_w1_1_02,Q030,lingua,fr,0.36573315256407246,0.09701302465433798,simple,False,True,Language 'fr' is not supported by the retrieval configuration; defaulting to simple.,0,30,True
or30_recommended_w1_1_02,Q031,lingua,ca,0.39574240417828505,0.09493576754108202,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,30,True
