gold_view,strategy,k,n_questions,evidence_hit_at_k,evidence_precision_at_k,evidence_recall_at_k,mrr_at_k,map_at_k,claim_coverage_at_k,document_hit_at_k,page_hit_at_k
expanded,hybrid,1,31,0.3548387096774194,0.3548387096774194,0.17366058906030857,0.3548387096774194,0.17366058906030857,0.22734254992319508,0.6451612903225806,0.3548387096774194
expanded,hybrid,3,31,0.5806451612903226,0.22580645161290322,0.24326888399118413,0.45698924731182794,0.20726657984371868,0.34518223711772095,0.7741935483870968,0.5806451612903226
expanded,hybrid,5,31,0.6129032258064516,0.1548387096774194,0.2620860882922594,0.46344086021505376,0.2147934615641488,0.3610180142438207,0.8064516129032258,0.6129032258064516
expanded,hybrid,10,31,0.7096774193548387,0.1,0.3333810859547185,0.4760752688172043,0.2286158418486609,0.4811827956989247,0.9032258064516129,0.7096774193548387
expanded,language_aware_hybrid,1,27,0.48148148148148145,0.48148148148148145,0.20776550878000155,0.48148148148148145,0.20776550878000155,0.27701619368286035,0.6666666666666666,0.48148148148148145
expanded,language_aware_hybrid,3,27,0.6296296296296297,0.2839506172839506,0.28151330419446363,0.5555555555555556,0.2517146563402602,0.3719095719095719,0.8148148148148148,0.6296296296296297
expanded,language_aware_hybrid,5,27,0.6666666666666666,0.2,0.2976738747028602,0.5629629629629629,0.2594134524448534,0.40530303030303033,0.8888888888888888,0.6666666666666666
expanded,language_aware_hybrid,10,27,0.7037037037037037,0.1259259259259259,0.3609454796411318,0.5691358024691359,0.27910774991692866,0.47713243546576883,0.8888888888888888,0.7037037037037037
expanded,semantic,1,31,0.3548387096774194,0.3548387096774194,0.17366058906030857,0.3548387096774194,0.17366058906030857,0.22734254992319508,0.6451612903225806,0.3548387096774194
expanded,semantic,3,31,0.5806451612903226,0.22580645161290322,0.24326888399118413,0.4623655913978495,0.20995475188672943,0.34518223711772095,0.7741935483870968,0.5806451612903226
expanded,semantic,5,31,0.6129032258064516,0.1548387096774194,0.2620860882922594,0.46881720430107526,0.21748163360715955,0.3610180142438207,0.8064516129032258,0.6129032258064516
expanded,semantic,10,31,0.7096774193548387,0.1,0.3333810859547185,0.48145161290322586,0.23130401389167166,0.4811827956989247,0.9032258064516129,0.7096774193548387
human_only,hybrid,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.16666666666666666
human_only,hybrid,3,18,0.05555555555555555,0.018518518518518517,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.6111111111111112,0.3333333333333333
human_only,hybrid,5,18,0.05555555555555555,0.011111111111111112,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.6111111111111112,0.3333333333333333
human_only,hybrid,10,18,0.05555555555555555,0.005555555555555556,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.8333333333333334,0.3888888888888889
human_only,language_aware_hybrid,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427
human_only,language_aware_hybrid,3,14,0.07142857142857142,0.023809523809523808,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.023809523809523808,0.6428571428571429,0.35714285714285715
human_only,language_aware_hybrid,5,14,0.07142857142857142,0.014285714285714287,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.023809523809523808,0.7857142857142857,0.35714285714285715
human_only,language_aware_hybrid,10,14,0.14285714285714285,0.014285714285714287,0.049999999999999996,0.043650793650793655,0.01944444444444444,0.041666666666666664,0.7857142857142857,0.42857142857142855
human_only,semantic,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.16666666666666666
human_only,semantic,3,18,0.05555555555555555,0.018518518518518517,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.6111111111111112,0.3333333333333333
human_only,semantic,5,18,0.05555555555555555,0.011111111111111112,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.6111111111111112,0.3333333333333333
human_only,semantic,10,18,0.05555555555555555,0.005555555555555556,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.8333333333333334,0.3888888888888889
