gold_view,strategy,k,n_questions,evidence_hit_at_k,evidence_precision_at_k,evidence_recall_at_k,mrr_at_k,map_at_k,claim_coverage_at_k,document_hit_at_k,page_hit_at_k
expanded,hybrid,1,31,0.3548387096774194,0.3548387096774194,0.17923026793994537,0.3548387096774194,0.17923026793994537,0.23648233486943163,0.6129032258064516,0.3870967741935484
expanded,hybrid,3,31,0.5483870967741935,0.2043010752688172,0.2649957569312408,0.44623655913978494,0.21852878304491205,0.3516338500209468,0.7741935483870968,0.5806451612903226
expanded,hybrid,5,31,0.5483870967741935,0.14838709677419354,0.2888052807407646,0.44623655913978494,0.23074076461173235,0.36666317553414324,0.8709677419354839,0.5806451612903226
expanded,hybrid,10,31,0.6451612903225806,0.0967741935483871,0.3550949050949051,0.4602534562211981,0.24502298776492323,0.4674731182795699,0.9032258064516129,0.6774193548387096
expanded,lexical,1,31,0.0967741935483871,0.0967741935483871,0.02297165200391007,0.0967741935483871,0.02297165200391007,0.03648233486943164,0.0967741935483871,0.0967741935483871
expanded,lexical,3,31,0.0967741935483871,0.04301075268817204,0.028347996089931573,0.0967741935483871,0.028347996089931573,0.040514592933947775,0.12903225806451613,0.0967741935483871
expanded,lexical,5,31,0.0967741935483871,0.025806451612903226,0.028347996089931573,0.0967741935483871,0.028347996089931573,0.040514592933947775,0.12903225806451613,0.0967741935483871
expanded,lexical,10,31,0.0967741935483871,0.012903225806451613,0.028347996089931573,0.0967741935483871,0.028347996089931573,0.040514592933947775,0.12903225806451613,0.0967741935483871
expanded,semantic,1,31,0.3225806451612903,0.3225806451612903,0.17385392385392387,0.3225806451612903,0.17385392385392387,0.22841781874039938,0.6129032258064516,0.3548387096774194
expanded,semantic,3,31,0.5483870967741935,0.2043010752688172,0.2649957569312408,0.43010752688172044,0.2203208977402526,0.3516338500209468,0.7741935483870968,0.5806451612903226
expanded,semantic,5,31,0.5483870967741935,0.13548387096774195,0.2780525925687216,0.43010752688172044,0.2266189008124492,0.35456640134059486,0.8387096774193549,0.5806451612903226
expanded,semantic,10,31,0.6774193548387096,0.09354838709677421,0.3766002814389911,0.4473502304147466,0.244126930417253,0.48763440860215057,0.9032258064516129,0.7096774193548387
human_only,hybrid,1,18,0.1111111111111111,0.1111111111111111,0.046296296296296294,0.1111111111111111,0.046296296296296294,0.07777777777777778,0.3888888888888889,0.16666666666666666
human_only,hybrid,3,18,0.2222222222222222,0.07407407407407407,0.12962962962962962,0.15740740740740738,0.07870370370370369,0.17037037037037037,0.6111111111111112,0.2777777777777778
human_only,hybrid,5,18,0.2777777777777778,0.06666666666666668,0.16666666666666666,0.17129629629629628,0.09074074074074073,0.2074074074074074,0.7222222222222222,0.3333333333333333
human_only,hybrid,10,18,0.2777777777777778,0.03888888888888889,0.19444444444444445,0.17129629629629628,0.09867724867724867,0.22592592592592592,0.8333333333333334,0.3333333333333333
human_only,lexical,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human_only,lexical,3,18,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.027777777777777776,0.009259259259259259,0.018518518518518517,0.1111111111111111,0.05555555555555555
human_only,lexical,5,18,0.05555555555555555,0.011111111111111112,0.018518518518518517,0.027777777777777776,0.009259259259259259,0.018518518518518517,0.1111111111111111,0.05555555555555555
human_only,lexical,10,18,0.05555555555555555,0.005555555555555556,0.018518518518518517,0.027777777777777776,0.009259259259259259,0.018518518518518517,0.1111111111111111,0.05555555555555555
human_only,semantic,1,18,0.1111111111111111,0.1111111111111111,0.046296296296296294,0.1111111111111111,0.046296296296296294,0.07777777777777778,0.4444444444444444,0.16666666666666666
human_only,semantic,3,18,0.2777777777777778,0.09259259259259259,0.14814814814814814,0.1851851851851852,0.0941358024691358,0.18888888888888888,0.6111111111111112,0.3333333333333333
human_only,semantic,5,18,0.2777777777777778,0.05555555555555555,0.14814814814814814,0.1851851851851852,0.0941358024691358,0.18888888888888888,0.6666666666666666,0.3333333333333333
human_only,semantic,10,18,0.3333333333333333,0.03888888888888889,0.2314814814814815,0.19074074074074077,0.10762786596119929,0.26296296296296295,0.8333333333333334,0.3888888888888889
